2.jpg	[[[[126.0, 262.0], [198.0, 274.0], [195.0, 291.0], [123.0, 280.0]], ('’„œÛ”Ê25237', 0.5442101)]]
2794.jpg	[[[[316.0, 288.0], [496.0, 310.0], [492.0, 345.0], [312.0, 323.0]], ('√ˆ ®”Ê07586', 0.91913635)]]
2802.jpg	[[[[251.0, 302.0], [399.0, 293.0], [400.0, 322.0], [252.0, 331.0]], ('¬≥»’…Ω”Ê61099', 0.8643278)]]
2805.jpg	[[[[213.0, 246.0], [360.0, 267.0], [355.0, 297.0], [208.0, 276.0]], ('À’∏””Ê02838', 0.9664594)]]
2806.jpg	[[[[393.0, 273.0], [653.0, 249.0], [663.0, 354.0], [402.0, 378.0]], ('‘¡÷È”Ê10091', 0.753641)]]
2807.jpg	[[[[1.0, 511.0], [144.0, 531.0], [140.0, 562.0], [0.0, 541.0]], ('À’∏””Ê03183', 0.91980153)]]
2808.jpg	[[[[80.0, 283.0], [492.0, 201.0], [513.0, 306.0], [101.0, 388.0]], ('À’∏””Ê09306', 0.95269024)]]
2810.jpg	[[[[289.0, 201.0], [438.0, 228.0], [433.0, 258.0], [284.0, 232.0]], ('72016”Ê∏€∂´¬≥£°', 0.73394567)]]
2811.jpg	[[[[213.0, 237.0], [299.0, 222.0], [303.0, 244.0], [217.0, 259.0]], ('÷–π˙”Ê’˛33205', 0.7835562)]]
2813.jpg	[[[[194.0, 524.0], [366.0, 494.0], [373.0, 530.0], [201.0, 561.0]], ('¡…”™”Ê26655', 0.97361064)]]
2815.jpg	[[[[210.0, 549.0], [424.0, 585.0], [416.0, 637.0], [201.0, 601.0]], ('¬≥Ω∫”Ê—¯66167', 0.8453303)]]
2818.jpg	[[[[263.0, 424.0], [369.0, 445.0], [362.0, 477.0], [256.0, 457.0]], ('¬≥Ω∫”Ê60716', 0.73551065)]]
2823.jpg	[[[[213.0, 167.0], [392.0, 103.0], [405.0, 138.0], [226.0, 202.0]], ('¬≥»È”Ê51177', 0.9740424)]]
2830.jpg	[[[[343.0, 372.0], [539.0, 350.0], [543.0, 388.0], [347.0, 411.0]], ('’„œÛ”Ê48083', 0.83305275)]]
2832.jpg	[[[[38.0, 516.0], [308.0, 489.0], [312.0, 528.0], [42.0, 555.0]], ('¬≥Ω∫”Ê60106', 0.9743595)]]
2833.jpg	[[[[112.0, 760.0], [358.0, 751.0], [359.0, 791.0], [113.0, 800.0]], ('¬≥Ω∫ƒœ”Ê75150', 0.71984345)]]
2835.jpg	[[[[190.0, 367.0], [487.0, 381.0], [484.0, 437.0], [187.0, 423.0]], ('¬≥Ω∫”Ê—¯66008', 0.97843605)]]
2840.jpg	[[[[187.0, 143.0], [391.0, 138.0], [392.0, 187.0], [188.0, 191.0]], ('’„¡Î”Ê74016', 0.60949326)]]
2843.jpg	[[[[233.0, 226.0], [414.0, 255.0], [409.0, 291.0], [228.0, 262.0]], ('¬≥≥«”Ê60129', 0.9865509)]]
2844.jpg	[[[[31.0, 158.0], [298.0, 179.0], [293.0, 244.0], [26.0, 223.0]], ('π∑¿”Ê08009', 0.9753127)]]
2845.jpg	[[[[338.0, 367.0], [391.0, 359.0], [428.0, 605.0], [375.0, 613.0]], ('¬≥≥«”Ê60129', 0.9667176)]]
2847.jpg	[[[[262.0, 186.0], [417.0, 220.0], [409.0, 252.0], [255.0, 218.0]], ('¬≥Ω∫”Ê—¯66167', 0.97546166)]]
2854.jpg	[[[[90.0, 661.0], [458.0, 646.0], [461.0, 706.0], [92.0, 721.0]], ('¬≥≥«”Ê60578', 0.7893473)]]
2855.jpg	[[[[260.0, 385.0], [483.0, 336.0], [494.0, 386.0], [271.0, 434.0]], ('¬≥Œƒ”Ê53061', 0.7843654)]]
2857.jpg	[[[[213.0, 69.0], [339.0, 91.0], [334.0, 119.0], [208.0, 97.0]], ('’„œÛ∫£30221', 0.8101492)]]
2858.jpg	[[[[189.0, 113.0], [290.0, 159.0], [277.0, 188.0], [176.0, 141.0]], ('¬≥·∞”Ê63311', 0.7505559)]]
2860.jpg	[[[[470.0, 238.0], [681.0, 268.0], [675.0, 311.0], [464.0, 281.0]], ('ΩÚÃ¡”Ê03896', 0.93546593)]]
2861.jpg	[[[[184.0, 265.0], [331.0, 304.0], [322.0, 340.0], [175.0, 302.0]], ('À’∏””Ê02778', 0.94964)]]
2864.jpg	[[[[0.0, 246.0], [359.0, 157.0], [381.0, 247.0], [15.0, 336.0]], ('’„œÛ”Ê25306', 0.71312153)]]
2865.jpg	[[[[22.0, 277.0], [210.0, 250.0], [218.0, 308.0], [30.0, 334.0]], ('‘¡Ã®”Ê31167', 0.7309557)]]
2867.jpg	[[[[45.0, 361.0], [246.0, 397.0], [237.0, 445.0], [37.0, 409.0]], ('¬≥Ω∫”Ê62138', 0.7707005)]]
2868.jpg	[[[[189.0, 338.0], [432.0, 272.0], [447.0, 327.0], [204.0, 392.0]], ('’„∆Ω”Ê82062', 0.8577149)]]
2869.jpg	[[[[271.0, 439.0], [387.0, 420.0], [392.0, 451.0], [277.0, 470.0]], ('¡…µ§”Ê25009', 0.94701374)]]
2871.jpg	[[[[416.0, 195.0], [548.0, 217.0], [542.0, 254.0], [410.0, 232.0]], ('‘¡—ÙŒ˜”Ê81168', 0.91841626)]]
2874.jpg	[[[[10.0, 364.0], [256.0, 437.0], [243.0, 477.0], [0.0, 404.0]], ('À’∏””Ê‘À02188', 0.9905618)]]
2875.jpg	[[[[242.0, 279.0], [382.0, 299.0], [378.0, 328.0], [238.0, 309.0]], ('¬≥Ω∫”Ê—¯66167', 0.9366594)]]
2877.jpg	[[[[202.0, 386.0], [394.0, 423.0], [387.0, 457.0], [195.0, 420.0]], ('¬≥Ω∫”Ê60010', 0.9847484)]]
2879.jpg	[[[[92.0, 372.0], [212.0, 418.0], [199.0, 450.0], [80.0, 405.0]], ('∏””Ê‘À04259', 0.8502228)]]
2881.jpg	[[[[374.0, 349.0], [529.0, 310.0], [538.0, 347.0], [384.0, 386.0]], ('¬≥Ω∫”Ê—¯66008', 0.71010023)]]
2882.jpg	[[[[199.0, 355.0], [319.0, 379.0], [313.0, 411.0], [192.0, 386.0]], ('‘¡µÁ”Ê92108', 0.9234264)]]
2885.jpg	[[[[300.0, 368.0], [539.0, 311.0], [551.0, 362.0], [313.0, 419.0]], ('¬≥Œƒ”Ê53061', 0.81741697)]]
2889.jpg	[[[[43.0, 133.0], [240.0, 153.0], [237.0, 188.0], [40.0, 168.0]], ('π∫œ”Ê23186', 0.9906785)]]
2890.jpg	[[[[310.0, 252.0], [522.0, 215.0], [528.0, 250.0], [316.0, 286.0]], ('√ˆ ®”Ê08768', 0.94324064)]]
2895.jpg	[[[[9.0, 386.0], [457.0, 420.0], [450.0, 512.0], [2.0, 478.0]], ('π∑¿”Ê08009', 0.97725505)]]
2897.jpg	[[[[264.0, 350.0], [490.0, 366.0], [486.0, 415.0], [261.0, 399.0]], ('’„œÛ”Ê30303', 0.59554684)]]
2899.jpg	[[[[51.0, 427.0], [303.0, 413.0], [306.0, 474.0], [54.0, 488.0]], ('÷–π˙”Ê’˛33107', 0.9889044)]]
2901.jpg	[[[[129.0, 271.0], [226.0, 301.0], [217.0, 329.0], [120.0, 298.0]], ('π±±”Ê27103', 0.9075749)]]
2913.jpg	[[[[340.0, 264.0], [513.0, 318.0], [500.0, 361.0], [327.0, 307.0]], ('√ˆ’ƒ”Ê60208', 0.8199924)]]
2914.jpg	[[[[224.0, 205.0], [362.0, 222.0], [357.0, 259.0], [219.0, 241.0]], ('‘¡—ÙŒ˜”Ê61168', 0.8584709)]]
2916.jpg	[[[[380.0, 430.0], [499.0, 403.0], [505.0, 430.0], [386.0, 457.0]], ('À’»Á”Ê07186', 0.9184901)]]
2917.jpg	[[[[279.0, 236.0], [369.0, 228.0], [372.0, 253.0], [281.0, 261.0]], ('¬≥Õ˛”Ê2898', 0.90660053)]]
2918.jpg	[[[[317.0, 253.0], [537.0, 142.0], [583.0, 234.0], [363.0, 345.0]], ('À’‘∂”Ê229', 0.703588)]]
2919.jpg	[[[[58.0, 343.0], [323.0, 313.0], [329.0, 364.0], [63.0, 394.0]], ('¡…∫˘”Ê25166', 0.7911651)]]
2920.jpg	[[[[244.0, 259.0], [383.0, 281.0], [378.0, 311.0], [239.0, 290.0]], ('¬≥Ω∫”Ê—¯66167', 0.97050667)]]
2922.jpg	[[[[258.0, 469.0], [677.0, 492.0], [672.0, 586.0], [253.0, 563.0]], ('’„¡Î”Ê23701', 0.856922)]]
2923.jpg	[[[[137.0, 532.0], [418.0, 548.0], [414.0, 617.0], [133.0, 601.0]], ('¬≥»’…Ω”Ê63026', 0.92385036)]]
2927.jpg	[[[[2.0, 189.0], [132.0, 166.0], [139.0, 202.0], [9.0, 224.0]], ('√ˆΩ˙”Ê00226', 0.69998395)]]
2929.jpg	[[[[273.0, 238.0], [399.0, 206.0], [406.0, 233.0], [280.0, 264.0]], ('À’»Á”Ê07186', 0.9697437)]]
2930.jpg	[[[[462.0, 296.0], [629.0, 275.0], [633.0, 304.0], [465.0, 325.0]], ('‘¡ƒœ∞ƒ”Ê31318', 0.96601486)]]
2935.jpg	[[[[142.0, 284.0], [319.0, 316.0], [313.0, 349.0], [136.0, 316.0]], ('’„·””Ê£∫07334', 0.76558274)]]
2940.jpg	[[[[271.0, 210.0], [506.0, 173.0], [514.0, 223.0], [279.0, 260.0]], ('À’»Á”Ê09129', 0.9774021)]]
2945.jpg	[[[[176.0, 142.0], [345.0, 187.0], [334.0, 227.0], [165.0, 183.0]], ('À’∏””Ê02033', 0.94665164)]]
2946.jpg	[[[[93.0, 153.0], [192.0, 124.0], [199.0, 147.0], [100.0, 176.0]], ('«Ì»˝—«”Ê72277', 0.8388737)]]
2947.jpg	[[[[107.0, 266.0], [403.0, 207.0], [415.0, 269.0], [119.0, 328.0]], ('¡…µ§”Ê23751', 0.7110076)]]
2950.jpg	[[[[42.0, 339.0], [399.0, 294.0], [407.0, 357.0], [50.0, 402.0]], ('√ˆ ®”Ê07777', 0.95002455)]]
2953.jpg	[[[[123.0, 72.0], [461.0, 0.0], [480.0, 80.0], [141.0, 155.0]], ('’„œÛ”Ê11017', 0.76116395)]]
2956.jpg	[[[[121.0, 274.0], [396.0, 219.0], [411.0, 292.0], [135.0, 347.0]], ('’„œÛ”Ê10198', 0.81832004)]]
2957.jpg	[[[[226.0, 303.0], [582.0, 192.0], [609.0, 278.0], [254.0, 389.0]], ('¡…”™”Ê51888', 0.7127708)]]
2958.jpg	[[[[176.0, 20.0], [520.0, 20.0], [520.0, 115.0], [176.0, 115.0]], ('’„¡Î”Ê74018', 0.6882669)]]
2960.jpg	[[[[109.0, 447.0], [373.0, 506.0], [359.0, 570.0], [95.0, 511.0]], ('À’…‰”Ê03108', 0.8029538)]]
2962.jpg	[[[[237.0, 173.0], [387.0, 134.0], [395.0, 164.0], [245.0, 203.0]], ('√ˆ¡˙”Ê63159', 0.98726153)]]
2963.jpg	[[[[401.0, 446.0], [651.0, 414.0], [656.0, 457.0], [407.0, 489.0]], ('√ˆΩ˙”Ê05918', 0.86231744)]]
2964.jpg	[[[[284.0, 299.0], [495.0, 252.0], [506.0, 302.0], [295.0, 349.0]], ('√ˆ ®”Ê06539', 0.8385129)]]
2966.jpg	[[[[265.0, 256.0], [436.0, 314.0], [421.0, 357.0], [250.0, 299.0]], ('√ˆ’ƒ”Ê60208', 0.8976751)]]
2970.jpg	[[[[109.0, 251.0], [435.0, 313.0], [426.0, 363.0], [100.0, 301.0]], ('¡…”™”Ê56056', 0.9945344)]]
2974.jpg	[[[[158.0, 299.0], [293.0, 356.0], [275.0, 400.0], [140.0, 343.0]], ('√ˆœº”Ê09171', 0.643597)]]
2975.jpg	[[[[271.0, 464.0], [419.0, 444.0], [423.0, 478.0], [276.0, 498.0]], ('‘¡ƒœ∞ƒ”Ê12094', 0.80547494)]]
2977.jpg	[[[[51.0, 228.0], [154.0, 239.0], [151.0, 262.0], [48.0, 251.0]], ('‘¡µÁ”Ê92108', 0.8484581)]]
2980.jpg	[[[[12.0, 352.0], [222.0, 318.0], [228.0, 354.0], [18.0, 389.0]], ('À’∏””Ê02196', 0.9243882)]]
2983.jpg	[[[[280.0, 466.0], [489.0, 428.0], [496.0, 469.0], [287.0, 507.0]], ('‘¡ƒœ∞ƒ”Ê12094', 0.86108905)]]
2986.jpg	[[[[164.0, 129.0], [268.0, 175.0], [255.0, 204.0], [151.0, 157.0]], ('¬≥∏⁄”Ê63311', 0.81081605)]]
2989.jpg	[[[[271.0, 172.0], [339.0, 162.0], [341.0, 176.0], [273.0, 186.0]], ('·∞”Ê60003', 0.87768143)]]
2991.jpg	[[[[258.0, 160.0], [336.0, 159.0], [337.0, 174.0], [258.0, 176.0]], ('¬≥·∞”Ê60099', 0.82439154)]]
2994.jpg	[[[[554.0, 176.0], [678.0, 226.0], [659.0, 272.0], [536.0, 223.0]], ('‘¡¿◊”Ê13888', 0.7994603)]]
2995.jpg	[[[[203.0, 154.0], [499.0, 86.0], [517.0, 164.0], [222.0, 233.0]], ('’„œÛ”Ê10198', 0.7247907)]]
2998.jpg	[[[[345.0, 442.0], [440.0, 474.0], [430.0, 505.0], [335.0, 473.0]], ('‘¡µÁ”Ê31351', 0.87787235)]]
3000.jpg	[[[[267.0, 209.0], [363.0, 186.0], [368.0, 208.0], [272.0, 230.0]], ('√ˆ¡˙”Ê63159', 0.8109306)]]
3005.jpg	[[[[75.0, 179.0], [190.0, 200.0], [186.0, 218.0], [71.0, 198.0]], ('¡…Ωı”Ê156', 0.5917177)]]
3006.jpg	[[[[56.0, 186.0], [385.0, 282.0], [368.0, 340.0], [39.0, 244.0]], ('¬≥»’…Ω”Ê—¯66009', 0.8597506)]]
3011.jpg	[[[[220.0, 308.0], [404.0, 348.0], [395.0, 389.0], [211.0, 349.0]], ('¬≥≥«”Ê‘À60202', 0.9691522)]]
3013.jpg	[[[[145.0, 108.0], [235.0, 110.0], [234.0, 131.0], [144.0, 128.0]], ('¡…≥§”Ê15172', 0.7958722)]]
3014.jpg	[[[[349.0, 178.0], [460.0, 207.0], [453.0, 235.0], [342.0, 206.0]], ('‘¡–¬ª·”Ê20096', 0.8958423)]]
3015.jpg	[[[[170.0, 523.0], [222.0, 517.0], [251.0, 770.0], [199.0, 776.0]], ('¬≥≥«”Ê60129', 0.960238)]]
3017.jpg	[[[[259.0, 134.0], [418.0, 124.0], [421.0, 160.0], [261.0, 170.0]], ('’„∑Ó”Ê18019', 0.84712213)]]
3018.jpg	[[[[40.0, 311.0], [221.0, 378.0], [203.0, 426.0], [22.0, 358.0]], ('√ˆœº”Ê09771', 0.65123457)]]
3019.jpg	[[[[65.0, 251.0], [296.0, 235.0], [298.0, 262.0], [67.0, 278.0]], ('¡…∫˘”Ê‘À251', 0.8622355)]]
3021.jpg	[[[[247.0, 55.0], [365.0, 78.0], [360.0, 105.0], [242.0, 82.0]], ('µ§∫£±ﬂ√≥508', 0.93799245)]]
3024.jpg	[[[[143.0, 321.0], [454.0, 371.0], [445.0, 425.0], [134.0, 376.0]], ('À’∏””Ê02893', 0.9767238)]]
3027.jpg	[[[[120.0, 142.0], [218.0, 147.0], [217.0, 161.0], [119.0, 156.0]], ('÷–π˙”Ê’˛37357', 0.9693867)]]
3029.jpg	[[[[90.0, 402.0], [548.0, 431.0], [543.0, 523.0], [85.0, 494.0]], ('π∑¿”Ê08009', 0.98830324)]]
3030.jpg	[[[[301.0, 139.0], [391.0, 123.0], [394.0, 144.0], [305.0, 160.0]], ('‘¡—ÙŒ˜”Ê32668', 0.5939464)]]
3031.jpg	[[[[338.0, 376.0], [451.0, 373.0], [451.0, 397.0], [339.0, 400.0]], ('À’∆Ù”Ê‘À08266', 0.9814272)]]
3034.jpg	[[[[40.0, 280.0], [216.0, 319.0], [207.0, 362.0], [30.0, 323.0]], ('‘¡µÁ”Ê92108', 0.9779776)]]
3035.jpg	[[[[330.0, 239.0], [432.0, 248.0], [430.0, 270.0], [328.0, 262.0]], ('‘¡µÁ”Ê92108', 0.868513)]]
3039.jpg	[[[[312.0, 224.0], [478.0, 238.0], [476.0, 273.0], [309.0, 259.0]], ('¬≥≥«”Ê60117', 0.90894425)]]
3041.jpg	[[[[43.0, 192.0], [194.0, 210.0], [191.0, 230.0], [40.0, 212.0]], ('¬≥»È”Ê51178', 0.91799045)]]
3043.jpg	[[[[321.0, 635.0], [406.0, 966.0], [341.0, 983.0], [255.0, 652.0]], ('‘¡¿◊”Ê16888', 0.94587475)]]
3050.jpg	[[[[107.0, 408.0], [264.0, 388.0], [269.0, 422.0], [111.0, 441.0]], ('À’∏””Ê‘À02111', 0.98414516)]]
3053.jpg	[[[[37.0, 266.0], [219.0, 302.0], [212.0, 336.0], [30.0, 299.0]], ('’„·””Ê07334', 0.813954)]]
3057.jpg	[[[[254.0, 403.0], [414.0, 381.0], [419.0, 417.0], [259.0, 439.0]], ('’„œÛ”Ê48083', 0.7035929)]]
3063.jpg	[[[[141.0, 158.0], [232.0, 165.0], [231.0, 183.0], [140.0, 176.0]], ('‘¡¿◊”Ê11901', 0.8345996)]]
3064.jpg	[[[[16.0, 418.0], [204.0, 448.0], [199.0, 484.0], [11.0, 454.0]], ('√ˆΩ˙”Ê05795', 0.9102141)]]
3065.jpg	[[[[148.0, 366.0], [293.0, 352.0], [296.0, 383.0], [151.0, 398.0]], ('‘¡ƒœ∞ƒ”Ê33166', 0.8686469)]]
3068.jpg	[[[[73.0, 165.0], [508.0, 226.0], [500.0, 281.0], [66.0, 221.0]], ('¡…ÀÁ”Ê‘À35078', 0.9552045)]]
3072.jpg	[[[[241.0, 333.0], [435.0, 336.0], [434.0, 379.0], [240.0, 376.0]], ('’„œÛ”Ê10019', 0.9088671)]]
3073.jpg	[[[[33.0, 387.0], [173.0, 390.0], [172.0, 422.0], [33.0, 420.0]], ('‘¡—ÙŒ˜”Ê‘À01748', 0.88881624)]]
3074.jpg	[[[[171.0, 185.0], [259.0, 190.0], [258.0, 203.0], [170.0, 198.0]], ('’„œÛ”Ê–›00018', 0.8449455)]]
3075.jpg	[[[[314.0, 216.0], [386.0, 211.0], [387.0, 225.0], [315.0, 229.0]], ('÷–π˙”Ê’˛44061', 0.85259986)]]
3076.jpg	[[[[124.0, 174.0], [347.0, 197.0], [343.0, 237.0], [120.0, 214.0]], ('¬≥≥«”Ê60129', 0.9722195)]]
3083.jpg	[[[[148.0, 95.0], [317.0, 117.0], [312.0, 152.0], [143.0, 130.0]], ('À’¥Û”Ê—¯08109', 0.9892537)]]
3085.jpg	[[[[51.0, 366.0], [231.0, 375.0], [229.0, 406.0], [50.0, 396.0]], ('√ˆΩ˙”Ê05819', 0.85129464)]]
3087.jpg	[[[[112.0, 426.0], [347.0, 428.0], [346.0, 473.0], [111.0, 471.0]], ('‘¡ƒœ∞ƒ”Ê24086', 0.97463524)]]
3089.jpg	[[[[127.0, 153.0], [311.0, 209.0], [298.0, 250.0], [115.0, 194.0]], ('√ˆ ®”Ê06669', 0.9820689)]]
3091.jpg	[[[[65.0, 143.0], [217.0, 161.0], [213.0, 189.0], [62.0, 171.0]], ('‘¡ƒœ∞ƒ”Ê32188', 0.8268547)]]
3093.jpg	[[[[352.0, 99.0], [462.0, 84.0], [465.0, 107.0], [355.0, 122.0]], ('√ˆ’ƒ”Ê60216', 0.7466327)]]
3095.jpg	[[[[228.0, 242.0], [402.0, 259.0], [397.0, 299.0], [224.0, 281.0]], ('À’∏””Ê04490', 0.9485187)]]
3096.jpg	[[[[28.0, 147.0], [114.0, 154.0], [113.0, 172.0], [27.0, 165.0]], ('’„»”Ê02110', 0.84090805)]]
3098.jpg	[[[[12.0, 527.0], [405.0, 422.0], [423.0, 489.0], [31.0, 595.0]], ('√ˆ ®”Ê06675', 0.95244944)]]
3100.jpg	[[[[231.0, 285.0], [399.0, 255.0], [405.0, 291.0], [237.0, 321.0]], ('¡…”™”Ê26655', 0.9366086)]]
3102.jpg	[[[[287.0, 376.0], [471.0, 388.0], [469.0, 423.0], [285.0, 411.0]], ('√ˆ ®”Ê07586', 0.86517763)]]
3105.jpg	[[[[267.0, 352.0], [388.0, 388.0], [378.0, 420.0], [257.0, 385.0]], ('À’∏””Ê02778', 0.8584336)]]
3111.jpg	[[[[220.0, 349.0], [511.0, 270.0], [527.0, 329.0], [236.0, 408.0]], ('¬≥»’…Ω”Ê67229', 0.94468117)]]
3113.jpg	[[[[71.0, 234.0], [237.0, 267.0], [231.0, 300.0], [64.0, 267.0]], ('¬≥«‡–¬”Ê65828', 0.8815968)]]
3117.jpg	[[[[111.0, 400.0], [387.0, 430.0], [381.0, 487.0], [105.0, 456.0]], ('’„œÛ”Ê5008', 0.7179093)]]
3118.jpg	[[[[205.0, 629.0], [548.0, 550.0], [561.0, 633.0], [224.0, 712.0]], ('’„œÛ”Ê40137', 0.7753638)]]
3119.jpg	[[[[123.0, 546.0], [280.0, 558.0], [277.0, 593.0], [120.0, 581.0]], ('√ˆΩ˙”Ê05869', 0.8469534)]]
3120.jpg	[[[[325.0, 418.0], [529.0, 414.0], [530.0, 456.0], [326.0, 460.0]], ('’„œÛ”Ê40167', 0.98446494)]]
3121.jpg	[[[[239.0, 401.0], [338.0, 379.0], [343.0, 399.0], [244.0, 421.0]], ('√ˆΩ˙”Ê05862', 0.85319555)]]
3122.jpg	[[[[310.0, 391.0], [457.0, 350.0], [467.0, 389.0], [321.0, 431.0]], ('À’∏””Ê02565', 0.78343916)]]
3124.jpg	[[[[373.0, 205.0], [530.0, 188.0], [533.0, 216.0], [376.0, 233.0]], ('‘¡Ã®”Ê‘À01216', 0.7889608)]]
3126.jpg	[[[[299.0, 358.0], [533.0, 326.0], [539.0, 373.0], [305.0, 405.0]], ('À’»Á”Ê09129', 0.96819615)]]
3130.jpg	[[[[202.0, 201.0], [337.0, 216.0], [333.0, 246.0], [198.0, 231.0]], ('¬≥≥«”Ê60682', 0.81214875)]]
3136.jpg	[[[[211.0, 466.0], [339.0, 441.0], [346.0, 473.0], [217.0, 498.0]], ('‘¡ƒœ∞ƒ”Ê12094', 0.7283836)]]
3139.jpg	[[[[169.0, 250.0], [361.0, 317.0], [347.0, 358.0], [155.0, 290.0]], ('‘¡—ÙŒ˜”Ê97048', 0.9334699)]]
3143.jpg	[[[[336.0, 209.0], [469.0, 201.0], [471.0, 226.0], [338.0, 235.0]], ('÷–π˙”Ê’˛37078', 0.84405816)]]
3146.jpg	[[[[266.0, 234.0], [520.0, 226.0], [521.0, 273.0], [267.0, 281.0]], ('√ˆΩ˙”Ê05318', 0.8821247)]]
3147.jpg	[[[[330.0, 480.0], [466.0, 470.0], [468.0, 501.0], [332.0, 511.0]], ('¡…µ§”Ê25009', 0.96964824)]]
3148.jpg	[[[[203.0, 472.0], [302.0, 453.0], [307.0, 481.0], [209.0, 500.0]], ('¡…µ§”Ê25009', 0.8923097)]]
3149.jpg	[[[[82.0, 301.0], [198.0, 323.0], [193.0, 351.0], [76.0, 329.0]], ('µ§∫£±ﬂ√≥508', 0.96383953)]]
3152.jpg	[[[[275.0, 338.0], [496.0, 254.0], [517.0, 309.0], [295.0, 393.0]], ('¬≥Ω∫”Ê60076', 0.8281519)]]
3156.jpg	[[[[297.0, 389.0], [439.0, 420.0], [432.0, 454.0], [290.0, 423.0]], ('À’∏””Ê02033', 0.91651887)]]
3158.jpg	[[[[194.0, 410.0], [382.0, 364.0], [392.0, 407.0], [205.0, 453.0]], ('‘¡ƒœ∞ƒ”Ê12094', 0.84482974)]]
3159.jpg	[[[[41.0, 201.0], [153.0, 171.0], [158.0, 192.0], [46.0, 221.0]], ('¡…”™”Ê‘À36006', 0.85904807)]]
3165.jpg	[[[[94.0, 294.0], [214.0, 324.0], [209.0, 345.0], [89.0, 315.0]], ('’„∑Ó”Ê‘À00280', 0.65716857)]]
3171.jpg	[[[[245.0, 263.0], [420.0, 291.0], [414.0, 329.0], [239.0, 300.0]], ('¬≥≥«”Ê60129', 0.98152107)]]
3176.jpg	[[[[264.0, 420.0], [469.0, 427.0], [468.0, 484.0], [262.0, 476.0]], ('√ˆΩ˙”Ê0583', 0.57493645)]]
3179.jpg	[[[[152.0, 434.0], [456.0, 476.0], [449.0, 524.0], [145.0, 483.0]], ('À’∏””Ê01668', 0.9733553)]]
3184.jpg	[[[[34.0, 242.0], [321.0, 279.0], [314.0, 326.0], [28.0, 289.0]], ('√ˆ ®”Ê06058', 0.9364416)]]
3192.jpg	[[[[109.0, 422.0], [318.0, 445.0], [314.0, 481.0], [105.0, 458.0]], ('√ˆΩ˙”Ê05795', 0.8640924)]]
3194.jpg	[[[[311.0, 514.0], [472.0, 492.0], [476.0, 524.0], [315.0, 545.0]], ('’„œÛ”Ê45050', 0.78011703)]]
3198.jpg	[[[[273.0, 509.0], [384.0, 543.0], [373.0, 578.0], [262.0, 544.0]], ('¬≥≥§”Ê—¯68511', 0.9256953)]]
3203.jpg	[[[[68.0, 261.0], [335.0, 327.0], [325.0, 368.0], [58.0, 303.0]], ('√ˆΩ˙”Ê05761', 0.8734977)]]
3205.jpg	[[[[189.0, 295.0], [440.0, 367.0], [428.0, 410.0], [177.0, 338.0]], ('√ˆΩ˙”Ê05761', 0.8668475)]]
3206.jpg	[[[[63.0, 412.0], [214.0, 430.0], [211.0, 460.0], [60.0, 441.0]], ('À’∏””Ê02566', 0.9638686)]]
3207.jpg	[[[[11.0, 524.0], [297.0, 498.0], [302.0, 550.0], [15.0, 576.0]], ('’„œÛ”Ê–›00017', 0.814809)]]
3209.jpg	[[[[309.0, 394.0], [505.0, 370.0], [510.0, 410.0], [314.0, 434.0]], ('’„·””Ê05848', 0.6914156)]]
3213.jpg	[[[[340.0, 400.0], [562.0, 345.0], [574.0, 394.0], [353.0, 450.0]], ('√ˆ ®”Ê06896', 0.74855256)]]
3215.jpg	[[[[14.0, 753.0], [268.0, 732.0], [271.0, 770.0], [17.0, 790.0]], ('¬≥Ω∫ƒœ”Ê75150', 0.8090974)]]
3216.jpg	[[[[477.0, 259.0], [730.0, 293.0], [723.0, 344.0], [471.0, 310.0]], ('ΩÚÃ¡”Ê03896', 0.97909766)]]
3221.jpg	[[[[343.0, 372.0], [593.0, 342.0], [597.0, 375.0], [347.0, 405.0]], ('¡…Ωı”Ê156', 0.8744742)]]
3225.jpg	[[[[148.0, 447.0], [317.0, 470.0], [313.0, 503.0], [143.0, 480.0]], ('À’¥Û”Ê—¯08109', 0.9853242)]]
3226.jpg	[[[[293.0, 208.0], [512.0, 266.0], [500.0, 313.0], [281.0, 255.0]], ('√ˆ ®”Ê07586', 0.91771054)]]
3227.jpg	[[[[130.0, 346.0], [306.0, 384.0], [296.0, 429.0], [121.0, 391.0]], ('¬≥Ω∫”Ê60716', 0.7354759)]]
3232.jpg	[[[[105.0, 368.0], [233.0, 373.0], [231.0, 407.0], [104.0, 402.0]], ('‘¡Ã®”Ê11333', 0.91982794)]]
3233.jpg	[[[[361.0, 345.0], [556.0, 394.0], [543.0, 448.0], [347.0, 399.0]], ('’„¡Î”Ê23923', 0.7184631)]]
3235.jpg	[[[[328.0, 318.0], [435.0, 279.0], [447.0, 311.0], [340.0, 349.0]], ('‘¡µÁ”Ê92369', 0.9069087)]]
3239.jpg	[[[[213.0, 465.0], [345.0, 451.0], [348.0, 477.0], [216.0, 491.0]], ('÷–π˙”Ê’˛37078', 0.894766)]]
3241.jpg	[[[[256.0, 456.0], [400.0, 432.0], [405.0, 464.0], [262.0, 488.0]], ('‘¡ƒœ∞ƒ”Ê12094', 0.7951697)]]
3242.jpg	[[[[218.0, 180.0], [427.0, 97.0], [447.0, 148.0], [238.0, 231.0]], ('¬≥Ω∫”Ê60076', 0.8658928)]]
